word,count_original,count_bt,relfreq_original,relfreq_bt,ratio
investerar,100,286,8.66e-06,2.64e-05,0.328128
hälsningar,212,606,1.836e-05,5.593e-05,0.328301
högkvalitativ,28,80,2.43e-06,7.38e-06,0.328456
implementeringen,21,60,1.82e-06,5.54e-06,0.328456
helgdagar,28,80,2.43e-06,7.38e-06,0.328456
korrigeringar,21,60,1.82e-06,5.54e-06,0.328456
jourhem,14,40,1.21e-06,3.69e-06,0.328456
regionfullmäktige,20,57,1.73e-06,5.26e-06,0.329279
säkerhetspolisen,46,131,3.98e-06,1.209e-05,0.329531
genomsnittliga,77,219,6.67e-06,2.021e-05,0.329956
initierat,19,54,1.65e-06,4.98e-06,0.330194
specifikt,217,616,1.88e-05,5.685e-05,0.330589
hyresvärden,37,105,3.2e-06,9.69e-06,0.330691
sökandens,12,34,1.04e-06,3.14e-06,0.331216
sluka,12,34,1.04e-06,3.14e-06,0.331216
redigeringen,12,34,1.04e-06,3.14e-06,0.331216
pilla,40,113,3.46e-06,1.043e-05,0.332193
närvarande,665,1876,5.76e-05,0.00017315,0.332658
förvaringsutrymme,11,31,9.5e-07,2.86e-06,0.332997
nässpray,11,31,9.5e-07,2.86e-06,0.332997
minskande,16,45,1.39e-06,4.15e-06,0.33367
slarvig,21,59,1.82e-06,5.45e-06,0.334023
köp,1037,2912,8.982e-05,0.00026877,0.334193
slående,51,143,4.42e-06,1.32e-05,0.334691
noggrant,247,692,2.139e-05,6.387e-05,0.334966
märkbara,20,56,1.73e-06,5.17e-06,0.335159
läkares,10,28,8.7e-07,2.58e-06,0.335159
filmades,10,28,8.7e-07,2.58e-06,0.335159
kontaktades,10,28,8.7e-07,2.58e-06,0.335159
gratulationer,10,28,8.7e-07,2.58e-06,0.335159
kungarike,10,28,8.7e-07,2.58e-06,0.335159
föräldraledighet,33,92,2.86e-06,8.49e-06,0.336617
glittrar,14,39,1.21e-06,3.6e-06,0.336878
arbetsmetoder,28,78,2.43e-06,7.2e-06,0.336878
huvudvägen,14,39,1.21e-06,3.6e-06,0.336878
energiska,14,39,1.21e-06,3.6e-06,0.336878
välbefinnande,92,256,7.97e-06,2.363e-05,0.337254
betona,75,208,6.5e-06,1.92e-05,0.338382
barnvänlig,22,61,1.91e-06,5.63e-06,0.338456
konsulatet,13,36,1.13e-06,3.32e-06,0.338883
slutförts,13,36,1.13e-06,3.32e-06,0.338883
magproblem,13,36,1.13e-06,3.32e-06,0.338883
utvecklingsländer,43,119,3.72e-06,1.098e-05,0.339102
fridfull,17,47,1.47e-06,4.34e-06,0.339438
webbplatsens,59,163,5.11e-06,1.504e-05,0.339683
välbeställda,20,55,1.73e-06,5.08e-06,0.341253
inspektera,20,55,1.73e-06,5.08e-06,0.341253
undertecknat,36,99,3.12e-06,9.14e-06,0.341253
komplicera,12,33,1.04e-06,3.05e-06,0.341253
omtvistade,12,33,1.04e-06,3.05e-06,0.341253
förbaskat,35,96,3.03e-06,8.86e-06,0.342142
jättemysigt,27,74,2.34e-06,6.83e-06,0.342406
råmaterial,27,74,2.34e-06,6.83e-06,0.342406
uppsägningar,23,63,1.99e-06,5.81e-06,0.342607
nämnts,65,178,5.63e-06,1.643e-05,0.342691
angav,42,115,3.64e-06,1.061e-05,0.342737
jättetrevligt,15,41,1.3e-06,3.78e-06,0.343334
knepig,26,71,2.25e-06,6.55e-06,0.343656
mångfacetterad,11,30,9.5e-07,2.77e-06,0.344097
uppnådde,22,60,1.91e-06,5.54e-06,0.344097
sluttningen,11,30,9.5e-07,2.77e-06,0.344097
atleter,11,30,9.5e-07,2.77e-06,0.344097
tolerera,18,49,1.56e-06,4.52e-06,0.344735
vänligen,287,780,2.486e-05,7.199e-05,0.3453
solbränd,14,38,1.21e-06,3.51e-06,0.345743
trendig,14,38,1.21e-06,3.51e-06,0.345743
blodprover,31,84,2.69e-06,7.75e-06,0.346331
högkvalitativa,82,222,7.1e-06,2.049e-05,0.346633
förknippade,61,165,5.28e-06,1.523e-05,0.346941
attackera,47,127,4.07e-06,1.172e-05,0.347299
generellt,429,1159,3.716e-05,0.00010697,0.347363
reningsverk,10,27,8.7e-07,2.49e-06,0.347573
pauls,10,27,8.7e-07,2.49e-06,0.347573
medioker,10,27,8.7e-07,2.49e-06,0.347573
genealogi,20,54,1.73e-06,4.98e-06,0.347573
bakgrundsinformation,10,27,8.7e-07,2.49e-06,0.347573
fackförbund,53,143,4.59e-06,1.32e-05,0.347816
åtskilda,23,62,1.99e-06,5.72e-06,0.348133
kaféet,13,35,1.13e-06,3.23e-06,0.348566
fotograferad,13,35,1.13e-06,3.23e-06,0.348566
betta,13,35,1.13e-06,3.23e-06,0.348566
ligament,13,35,1.13e-06,3.23e-06,0.348566
löjliga,26,70,2.25e-06,6.46e-06,0.348566
färs,13,35,1.13e-06,3.23e-06,0.348566
förespråka,29,78,2.51e-06,7.2e-06,0.348909
brandsäkerhet,16,43,1.39e-06,3.97e-06,0.349189
ögonblicken,16,43,1.39e-06,3.97e-06,0.349189
presterade,16,43,1.39e-06,3.97e-06,0.349189
klumpiga,22,59,1.91e-06,5.45e-06,0.349929
fruktansvärd,44,118,3.81e-06,1.089e-05,0.349929
slutför,28,75,2.43e-06,6.92e-06,0.350353
hjärtattack,33,88,2.86e-06,8.12e-06,0.351917
omfamna,21,56,1.82e-06,5.17e-06,0.351917
vispad,21,56,1.82e-06,5.17e-06,0.351917
strök,15,40,1.3e-06,3.69e-06,0.351917
dekorerar,12,32,1.04e-06,2.95e-06,0.351917
avskaffandet,21,56,1.82e-06,5.17e-06,0.351917
födslar,12,32,1.04e-06,2.95e-06,0.351917
ivriga,39,104,3.38e-06,9.6e-06,0.351917
hjärtskärande,12,32,1.04e-06,2.95e-06,0.351917
attackerar,33,88,2.86e-06,8.12e-06,0.351917
fastighets,36,96,3.12e-06,8.86e-06,0.351917
utgångsläge,15,40,1.3e-06,3.69e-06,0.351917
otroligt,1329,3540,0.00011511,0.00032673,0.352315
exceptionellt,35,93,3.03e-06,8.58e-06,0.353179
fäder,29,77,2.51e-06,7.11e-06,0.353441
webbplats,1144,3033,9.909e-05,0.00027994,0.353967
transparens,74,196,6.41e-06,1.809e-05,0.354311
avfärda,34,90,2.94e-06,8.31e-06,0.354524
eftertraktad,17,45,1.47e-06,4.15e-06,0.354524
beslutades,31,82,2.69e-06,7.57e-06,0.354778
virvlar,14,37,1.21e-06,3.41e-06,0.355088
civilsamhället,14,37,1.21e-06,3.41e-06,0.355088
inklusive,907,2393,7.856e-05,0.00022087,0.355692
dataöverföring,11,29,9.5e-07,2.68e-06,0.355962
flyktig,11,29,9.5e-07,2.68e-06,0.355962
välutvecklat,11,29,9.5e-07,2.68e-06,0.355962
berusning,11,29,9.5e-07,2.68e-06,0.355962
fokusområden,11,29,9.5e-07,2.68e-06,0.355962
kuslig,11,29,9.5e-07,2.68e-06,0.355962
modifiering,11,29,9.5e-07,2.68e-06,0.355962
oavsiktligt,22,58,1.91e-06,5.35e-06,0.355962
livsstilar,11,29,9.5e-07,2.68e-06,0.355962
