word,count_original,count_bt,relfreq_original,relfreq_bt,ratio
sérhver,222,15,2.251e-05,1.8e-06,12.527469
einkar,177,12,1.795e-05,1.44e-06,12.485146
hross,162,11,1.643e-05,1.32e-06,12.465909
ei,265,18,2.687e-05,2.16e-06,12.461634
unglingar,250,17,2.535e-05,2.04e-06,12.447803
skv,790,54,8.01e-05,6.47e-06,12.383259
mesti,175,12,1.774e-05,1.44e-06,12.344071
ea,757,52,7.676e-05,6.23e-06,12.322367
mundi,660,46,6.692e-05,5.51e-06,12.144726
ætíð,241,17,2.444e-05,2.04e-06,11.999682
hag,325,23,3.295e-05,2.76e-06,11.960715
áhugamanna,141,10,1.43e-05,1.2e-06,11.934953
stjórnsýslu,197,14,1.998e-05,1.68e-06,11.910769
sögð,210,15,2.129e-05,1.8e-06,11.850308
strák,153,11,1.551e-05,1.32e-06,11.773358
notast,319,23,3.235e-05,2.76e-06,11.739902
framhaldi,332,24,3.366e-05,2.87e-06,11.709233
úrvinnslu,151,11,1.531e-05,1.32e-06,11.619458
suma,137,10,1.389e-05,1.2e-06,11.596373
tileinka,148,11,1.501e-05,1.32e-06,11.388608
fjölmargar,188,14,1.906e-05,1.68e-06,11.366622
sæl,161,12,1.632e-05,1.44e-06,11.356545
algjör,268,20,2.717e-05,2.4e-06,11.342438
dálítið,306,23,3.103e-05,2.76e-06,11.261473
lætur,691,52,7.006e-05,6.23e-06,11.248026
svokölluð,132,10,1.338e-05,1.2e-06,11.173148
fyrirbæri,263,20,2.667e-05,2.4e-06,11.130825
est,130,10,1.318e-05,1.2e-06,11.003858
handan,182,14,1.845e-05,1.68e-06,11.003858
boðar,155,12,1.572e-05,1.44e-06,10.93332
fundarstjóri,127,10,1.288e-05,1.2e-06,10.749923
sigurd,214,17,2.17e-05,2.04e-06,10.655319
mundu,377,30,3.823e-05,3.59e-06,10.637062
hópi,663,53,6.723e-05,6.35e-06,10.588618
lítt,224,18,2.271e-05,2.16e-06,10.533607
ímynd,235,19,2.383e-05,2.28e-06,10.469257
endanlega,222,18,2.251e-05,2.16e-06,10.439557
hinni,479,39,4.857e-05,4.67e-06,10.39615
orlof,184,15,1.866e-05,1.8e-06,10.383127
ja,306,25,3.103e-05,2.99e-06,10.360555
stundu,171,14,1.734e-05,1.68e-06,10.338789
eykst,291,24,2.951e-05,2.87e-06,10.263213
seg,230,19,2.332e-05,2.28e-06,10.246507
framar,230,19,2.332e-05,2.28e-06,10.246507
skóginum,133,11,1.349e-05,1.32e-06,10.234357
feb,275,23,2.788e-05,2.76e-06,10.120605
fjölbreytileika,131,11,1.328e-05,1.32e-06,10.080457
netfangið,321,27,3.255e-05,3.23e-06,10.063357
vafrakökur,225,19,2.281e-05,2.28e-06,10.023757
ágreiningur,189,16,1.916e-05,1.92e-06,9.998698
search,118,10,1.196e-05,1.2e-06,9.988117
væntanlega,468,40,4.745e-05,4.79e-06,9.903472
lýtur,140,12,1.42e-05,1.44e-06,9.875257
fimmtudagur,128,11,1.298e-05,1.32e-06,9.849607
hörðum,116,10,1.176e-05,1.2e-06,9.818827
forsvarsmenn,139,12,1.409e-05,1.44e-06,9.804719
margvísleg,139,12,1.409e-05,1.44e-06,9.804719
för,645,56,6.54e-05,6.71e-06,9.749297
þroskaðar,357,31,3.62e-05,3.71e-06,9.747834
mörgu,322,28,3.265e-05,3.35e-06,9.734182
mánuðina,115,10,1.166e-05,1.2e-06,9.734182
handa,651,57,6.601e-05,6.83e-06,9.667357
bregst,114,10,1.156e-05,1.2e-06,9.649537
samskipti,989,87,0.00010028,1.042e-05,9.622295
veröld,181,16,1.835e-05,1.92e-06,9.575472
rúmum,180,16,1.825e-05,1.92e-06,9.522569
aðalfundar,146,13,1.48e-05,1.56e-06,9.506291
hljóp,258,23,2.616e-05,2.76e-06,9.494968
hótelið,246,22,2.494e-05,2.64e-06,9.464857
atvinnulífinu,145,13,1.47e-05,1.56e-06,9.44118
leiðarljósi,367,33,3.721e-05,3.95e-06,9.413557
du,544,49,5.516e-05,5.87e-06,9.397329
myndefni,111,10,1.125e-05,1.2e-06,9.395602
töku,111,10,1.125e-05,1.2e-06,9.395602
fra,144,13,1.46e-05,1.56e-06,9.376068
fyrirkomulagi,110,10,1.115e-05,1.2e-06,9.310957
höf,132,12,1.338e-05,1.44e-06,9.310957
av,307,28,3.113e-05,3.35e-06,9.280726
þjóðfélaginu,142,13,1.44e-05,1.56e-06,9.245845
putas,218,20,2.21e-05,2.4e-06,9.226311
gróft,545,50,5.526e-05,5.99e-06,9.226311
töldu,305,28,3.093e-05,3.35e-06,9.220265
stjórnvöld,957,88,9.704e-05,1.054e-05,9.20515
hefir,996,92,0.00010099,1.102e-05,9.163748
stay,108,10,1.095e-05,1.2e-06,9.141666
næstkomandi,375,35,3.802e-05,4.19e-06,9.069114
gu,138,13,1.399e-05,1.56e-06,8.985399
back,233,22,2.363e-05,2.64e-06,8.964681
orlofi,116,11,1.176e-05,1.32e-06,8.926206
kynferðislega,116,11,1.176e-05,1.32e-06,8.926206
töluvert,506,48,5.131e-05,5.75e-06,8.923
síðastliðið,146,14,1.48e-05,1.68e-06,8.82727
kynþroska,104,10,1.055e-05,1.2e-06,8.803086
áherslur,290,28,2.94e-05,3.35e-06,8.76681
megum,207,20,2.099e-05,2.4e-06,8.760764
fimmtudaginn,485,47,4.918e-05,5.63e-06,8.73465
tuttugu,412,40,4.178e-05,4.79e-06,8.718441
our,442,43,4.482e-05,5.15e-06,8.700725
malaga,154,15,1.562e-05,1.8e-06,8.690226
bland,154,15,1.562e-05,1.8e-06,8.690226
svokallaða,205,20,2.079e-05,2.4e-06,8.676119
sköpum,123,12,1.247e-05,1.44e-06,8.676119
miðborg,102,10,1.034e-05,1.2e-06,8.633796
æ,316,31,3.204e-05,3.71e-06,8.628335
laggirnar,112,11,1.136e-05,1.32e-06,8.618406
