word,count_original,count_bt,relfreq_original,relfreq_bt,ratio
june,58,290,5.02e-06,2.624e-05,0.191429
perform,11,55,9.5e-07,4.98e-06,0.191429
entire,23,115,1.99e-06,1.041e-05,0.191429
egendomen,32,160,2.77e-06,1.448e-05,0.191429
upphetsad,20,100,1.73e-06,9.05e-06,0.191429
career,13,65,1.13e-06,5.88e-06,0.191429
discovered,10,50,8.7e-07,4.52e-06,0.191429
child,60,299,5.2e-06,2.706e-05,0.192069
about,548,2718,4.747e-05,0.00024596,0.192978
received,42,208,3.64e-06,1.882e-05,0.193269
he,443,2192,3.837e-05,0.00019836,0.193437
sell,17,84,1.47e-06,7.6e-06,0.193708
satisfied,15,74,1.3e-06,6.7e-06,0.194016
sjukligt,15,74,1.3e-06,6.7e-06,0.194016
asylum,14,69,1.21e-06,6.24e-06,0.194203
fritidsfaciliteter,13,64,1.13e-06,5.79e-06,0.19442
parlamentsledamöter,13,64,1.13e-06,5.79e-06,0.19442
newly,12,59,1.04e-06,5.34e-06,0.194673
contain,10,49,8.7e-07,4.43e-06,0.195335
substansen,35,171,3.03e-06,1.547e-05,0.195907
interest,40,195,3.46e-06,1.765e-05,0.196337
involverad,47,229,4.07e-06,2.072e-05,0.196444
perhaps,33,160,2.86e-06,1.448e-05,0.197411
leadership,13,63,1.13e-06,5.7e-06,0.197506
audience,13,63,1.13e-06,5.7e-06,0.197506
who,511,2476,4.426e-05,0.00022406,0.197536
released,19,92,1.65e-06,8.33e-06,0.197671
whether,41,198,3.55e-06,1.792e-05,0.198196
collect,11,53,9.5e-07,4.8e-06,0.198652
verifierad,16,77,1.39e-06,6.97e-06,0.198887
kommissionsledamot,16,77,1.39e-06,6.97e-06,0.198887
upper,21,101,1.82e-06,9.14e-06,0.19901
förnuftiga,15,72,1.3e-06,6.52e-06,0.199405
decided,33,158,2.86e-06,1.43e-05,0.19991
highest,14,67,1.21e-06,6.06e-06,0.2
finished,23,110,1.99e-06,9.95e-06,0.20013
common,65,310,5.63e-06,2.805e-05,0.200691
larger,21,100,1.82e-06,9.05e-06,0.201
collaboration,24,114,2.08e-06,1.032e-05,0.201504
already,74,351,6.41e-06,3.176e-05,0.201791
worked,35,166,3.03e-06,1.502e-05,0.201807
relationship,19,90,1.65e-06,8.14e-06,0.202064
answer,34,161,2.94e-06,1.457e-05,0.20213
removed,11,52,9.5e-07,4.71e-06,0.202473
continue,40,189,3.46e-06,1.71e-05,0.20257
förkortat,25,118,2.17e-06,1.068e-05,0.202785
children,148,696,1.282e-05,6.298e-05,0.203531
against,121,569,1.048e-05,5.149e-05,0.20354
stored,10,47,8.7e-07,4.25e-06,0.203648
spårning,10,47,8.7e-07,4.25e-06,0.203648
åktur,10,47,8.7e-07,4.25e-06,0.203648
appeal,10,47,8.7e-07,4.25e-06,0.203648
such,164,770,1.42e-05,6.968e-05,0.203859
majority,13,61,1.13e-06,5.52e-06,0.203981
almost,65,305,5.63e-06,2.76e-05,0.203981
människokroppen,13,61,1.13e-06,5.52e-06,0.203981
produced,16,75,1.39e-06,6.79e-06,0.204191
weight,34,159,2.94e-06,1.439e-05,0.204672
relatively,15,70,1.3e-06,6.33e-06,0.205102
owners,12,56,1.04e-06,5.07e-06,0.205102
concrete,17,79,1.47e-06,7.15e-06,0.205968
increasing,17,79,1.47e-06,7.15e-06,0.205968
lived,17,79,1.47e-06,7.15e-06,0.205968
partly,11,51,9.5e-07,4.62e-06,0.206443
equal,11,51,9.5e-07,4.62e-06,0.206443
hs,16,74,1.39e-06,6.7e-06,0.20695
tests,13,60,1.13e-06,5.43e-06,0.207381
years,202,930,1.75e-05,8.416e-05,0.207896
types,20,92,1.73e-06,8.33e-06,0.208075
possibility,15,69,1.3e-06,6.24e-06,0.208075
meeting,37,170,3.2e-06,1.538e-05,0.208319
practical,17,78,1.47e-06,7.06e-06,0.208608
normally,12,55,1.04e-06,4.98e-06,0.208831
father,21,96,1.82e-06,8.69e-06,0.209375
others,63,288,5.46e-06,2.606e-05,0.209375
same,175,799,1.516e-05,7.23e-05,0.209637
biggest,16,73,1.39e-06,6.61e-06,0.209785
tja,142,646,1.23e-05,5.846e-05,0.210394
few,108,490,9.35e-06,4.434e-05,0.210962
started,85,385,7.36e-06,3.484e-05,0.211317
invest,19,86,1.65e-06,7.78e-06,0.211462
purchase,23,104,1.99e-06,9.41e-06,0.211676
taste,25,113,2.17e-06,1.023e-05,0.211757
anyone,33,149,2.86e-06,1.348e-05,0.211985
buy,121,546,1.048e-05,4.941e-05,0.212114
