word,count_original,count_bt,relfreq_original,relfreq_bt,ratio
hundredtusindvis,14,43,1.42e-06,5.16e-06,0.275846
arvinger,28,86,2.85e-06,1.031e-05,0.275846
laptop,43,132,4.37e-06,1.583e-05,0.275996
behørig,16,49,1.63e-06,5.88e-06,0.276651
transparente,16,49,1.63e-06,5.88e-06,0.276651
fremlægge,81,248,8.23e-06,2.974e-05,0.27672
indså,52,159,5.28e-06,1.907e-05,0.277086
defekter,20,61,2.03e-06,7.32e-06,0.277785
udledninger,21,64,2.13e-06,7.68e-06,0.278002
togstation,24,73,2.44e-06,8.75e-06,0.278546
cairo,29,88,2.95e-06,1.055e-05,0.279205
refundere,31,94,3.15e-06,1.127e-05,0.27941
dollars,228,691,2.317e-05,8.287e-05,0.279553
allergier,10,30,1.02e-06,3.6e-06,0.282414
rygsmerter,14,42,1.42e-06,5.04e-06,0.282414
shoppingtur,11,33,1.12e-06,3.96e-06,0.282414
forsamlingen,46,138,4.67e-06,1.655e-05,0.282414
underskrevne,12,36,1.22e-06,4.32e-06,0.282414
fordelagtigt,31,93,3.15e-06,1.115e-05,0.282414
elkedel,18,54,1.83e-06,6.48e-06,0.282414
samfundsvidenskab,10,30,1.02e-06,3.6e-06,0.282414
tjenestepige,12,36,1.22e-06,4.32e-06,0.282414
rengjort,16,48,1.63e-06,5.76e-06,0.282414
verificere,14,42,1.42e-06,5.04e-06,0.282414
anmodet,42,126,4.27e-06,1.511e-05,0.282414
praksisser,10,30,1.02e-06,3.6e-06,0.282414
pengebeløb,10,30,1.02e-06,3.6e-06,0.282414
skimmelsvamp,10,30,1.02e-06,3.6e-06,0.282414
kreditering,17,51,1.73e-06,6.12e-06,0.282414
stilfuldt,23,69,2.34e-06,8.28e-06,0.282414
ankomme,37,110,3.76e-06,1.319e-05,0.284982
liberal,132,392,1.341e-05,4.701e-05,0.285296
faciliteterne,68,201,6.91e-06,2.411e-05,0.286629
atomkraft,21,62,2.13e-06,7.44e-06,0.286969
utroskab,21,62,2.13e-06,7.44e-06,0.286969
fjerntliggende,17,50,1.73e-06,6e-06,0.288063
tørst,17,50,1.73e-06,6e-06,0.288063
instruktioner,100,294,1.016e-05,3.526e-05,0.288178
frifundet,16,47,1.63e-06,5.64e-06,0.288423
ydeevnen,14,41,1.42e-06,4.92e-06,0.289302
afhængigt,257,752,2.611e-05,9.019e-05,0.28955
udskæring,13,38,1.32e-06,4.56e-06,0.289846
erklærede,185,540,1.88e-05,6.476e-05,0.290259
underminerer,12,35,1.22e-06,4.2e-06,0.290483
entusiastiske,12,35,1.22e-06,4.2e-06,0.290483
elevatorer,12,35,1.22e-06,4.2e-06,0.290483
engen,12,35,1.22e-06,4.2e-06,0.290483
byret,24,70,2.44e-06,8.4e-06,0.290483
fuldstændig,586,1708,5.954e-05,0.00020484,0.290682
generede,11,32,1.12e-06,3.84e-06,0.29124
grammatiske,11,32,1.12e-06,3.84e-06,0.29124
tackler,11,32,1.12e-06,3.84e-06,0.29124
taxaer,11,32,1.12e-06,3.84e-06,0.29124
gårdsplads,10,29,1.02e-06,3.48e-06,0.292153
spaces,10,29,1.02e-06,3.48e-06,0.292153
applaus,10,29,1.02e-06,3.48e-06,0.292153
angivne,76,220,7.72e-06,2.638e-05,0.292684
eksamener,37,107,3.76e-06,1.283e-05,0.292972
demonstrerede,18,52,1.83e-06,6.24e-06,0.293276
høfligt,18,52,1.83e-06,6.24e-06,0.293276
rummeligt,26,75,2.64e-06,8.99e-06,0.293711
kommunikationsdirektør,17,49,1.73e-06,5.88e-06,0.293941
forberedte,34,98,3.45e-06,1.175e-05,0.293941
missede,17,49,1.73e-06,5.88e-06,0.293941
krudt,24,69,2.44e-06,8.28e-06,0.294693
informerede,23,66,2.34e-06,7.92e-06,0.295251
antagelser,14,40,1.42e-06,4.8e-06,0.296535
faktum,214,611,2.174e-05,7.328e-05,0.296743
påståede,39,111,3.96e-06,1.331e-05,0.29768
udsteder,30,85,3.05e-06,1.019e-05,0.299027
inddelt,71,201,7.21e-06,2.411e-05,0.299275
spire,17,48,1.73e-06,5.76e-06,0.300065
batterilevetid,17,48,1.73e-06,5.76e-06,0.300065
overkommelig,39,110,3.96e-06,1.319e-05,0.300386
renoveringer,11,31,1.12e-06,3.72e-06,0.300635
prøveperiode,11,31,1.12e-06,3.72e-06,0.300635
opretholder,22,62,2.24e-06,7.44e-06,0.300635
fremsættes,22,62,2.24e-06,7.44e-06,0.300635
spaeths,11,31,1.12e-06,3.72e-06,0.300635
steaks,11,31,1.12e-06,3.72e-06,0.300635
mobilapps,11,31,1.12e-06,3.72e-06,0.300635
dekorere,16,45,1.63e-06,5.4e-06,0.301242
mailadressen,10,28,1.02e-06,3.36e-06,0.302587
folketingsmedlemmer,10,28,1.02e-06,3.36e-06,0.302587
indeni,76,212,7.72e-06,2.542e-05,0.303729
steak,14,39,1.42e-06,4.68e-06,0.304138
touchscreen,14,39,1.42e-06,4.68e-06,0.304138
blonde,23,64,2.34e-06,7.68e-06,0.304478
indløse,18,50,1.83e-06,6e-06,0.305007
spredningen,18,50,1.83e-06,6e-06,0.305007
familieværelser,27,75,2.74e-06,8.99e-06,0.305007
ønskeliste,13,36,1.32e-06,4.32e-06,0.305949
fortolkningen,13,36,1.32e-06,4.32e-06,0.305949
redaktionelt,13,36,1.32e-06,4.32e-06,0.305949
specifikt,201,556,2.042e-05,6.668e-05,0.306287
seniorrådgiver,17,47,1.73e-06,5.64e-06,0.30645
velhavende,55,152,5.59e-06,1.823e-05,0.306568
bedstefar,37,102,3.76e-06,1.223e-05,0.307333
sokker,49,135,4.98e-06,1.619e-05,0.307518
genforening,12,33,1.22e-06,3.96e-06,0.308088
skaf,12,33,1.22e-06,3.96e-06,0.308088
apotekere,12,33,1.22e-06,3.96e-06,0.308088
foregive,12,33,1.22e-06,3.96e-06,0.308088
eskalerede,12,33,1.22e-06,3.96e-06,0.308088
narre,28,77,2.85e-06,9.23e-06,0.308088
offentlighedens,19,52,1.93e-06,6.24e-06,0.309569
pubber,15,41,1.52e-06,4.92e-06,0.309967
kraftfuldt,15,41,1.52e-06,4.92e-06,0.309967
aflysninger,15,41,1.52e-06,4.92e-06,0.309967
specifik,93,254,9.45e-06,3.046e-05,0.310211
narret,11,30,1.12e-06,3.6e-06,0.310656
nedbrydningen,11,30,1.12e-06,3.6e-06,0.310656
forbandede,18,49,1.83e-06,5.88e-06,0.311232
belejligt,14,38,1.42e-06,4.56e-06,0.312142
annoncerede,70,190,7.11e-06,2.279e-05,0.312142
fritaget,28,76,2.85e-06,9.11e-06,0.312142
sikkerhedskopiere,14,38,1.42e-06,4.56e-06,0.312142
erhvervsuddannelser,24,65,2.44e-06,7.8e-06,0.312828
presserende,34,92,3.45e-06,1.103e-05,0.313111
ivrige,34,92,3.45e-06,1.103e-05,0.313111
virkelig,2024,5474,0.00020566,0.00065649,0.313266
gennemtænkte,20,54,2.03e-06,6.48e-06,0.313794
mark,387,1042,3.932e-05,0.00012497,0.314667
tiltræde,13,35,1.32e-06,4.2e-06,0.31469
varevogn,13,35,1.32e-06,4.2e-06,0.31469
øh,22,59,2.24e-06,7.08e-06,0.315921
prale,44,118,4.47e-06,1.415e-05,0.315921
elektricitet,75,201,7.62e-06,2.411e-05,0.316135
husregler,28,75,2.85e-06,8.99e-06,0.316304
gård,127,340,1.29e-05,4.078e-05,0.31647
tilkaldt,37,99,3.76e-06,1.187e-05,0.316646
fastgjort,37,99,3.76e-06,1.187e-05,0.316646
ked,194,518,1.971e-05,6.212e-05,0.317307
gyserfilm,12,32,1.22e-06,3.84e-06,0.317716
relatere,18,48,1.83e-06,5.76e-06,0.317716
omslaget,12,32,1.22e-06,3.84e-06,0.317716
udholde,18,48,1.83e-06,5.76e-06,0.317716
velvidende,12,32,1.22e-06,3.84e-06,0.317716
velvære,77,205,7.82e-06,2.459e-05,0.318233
fuldført,41,109,4.17e-06,1.307e-05,0.318688
mailadresse,157,417,1.595e-05,5.001e-05,0.318986
fastgør,26,69,2.64e-06,8.28e-06,0.319251
udlejeren,34,90,3.45e-06,1.079e-05,0.320069
refererer,133,352,1.351e-05,4.221e-05,0.320123
malmö,73,193,7.42e-06,2.315e-05,0.32046
kopiering,28,74,2.85e-06,8.87e-06,0.320578
undervisningsmaterialer,14,37,1.42e-06,4.44e-06,0.320578
berusede,11,29,1.12e-06,3.48e-06,0.321368
opbevaringsplads,11,29,1.12e-06,3.48e-06,0.321368
konferencelokale,11,29,1.12e-06,3.48e-06,0.321368
presseansvarlig,11,29,1.12e-06,3.48e-06,0.321368
medlemmers,19,50,1.93e-06,6e-06,0.321952
feriehuse,35,92,3.56e-06,1.103e-05,0.322321
boblebad,35,92,3.56e-06,1.103e-05,0.322321
listet,32,84,3.25e-06,1.007e-05,0.322759
inkluderes,16,42,1.63e-06,5.04e-06,0.322759
foretrukket,21,55,2.13e-06,6.6e-06,0.323493
grafikker,13,34,1.32e-06,4.08e-06,0.323946
brandfolk,13,34,1.32e-06,4.08e-06,0.323946
husdyr,65,170,6.6e-06,2.039e-05,0.323946
æsken,13,34,1.32e-06,4.08e-06,0.323946
henseender,39,102,3.96e-06,1.223e-05,0.323946
rapportere,54,141,5.49e-06,1.691e-05,0.324476
brugermanual,28,73,2.85e-06,8.75e-06,0.32497
djævelen,30,78,3.05e-06,9.35e-06,0.325863
antagelsen,10,26,1.02e-06,3.12e-06,0.325863
metabolisme,15,39,1.52e-06,4.68e-06,0.325863
retmæssige,15,39,1.52e-06,4.68e-06,0.325863
nybyggede,10,26,1.02e-06,3.12e-06,0.325863
veludført,15,39,1.52e-06,4.68e-06,0.325863
kongeligt,15,39,1.52e-06,4.68e-06,0.325863
venlig,581,1510,5.903e-05,0.00018109,0.325992
oversættelsen,27,70,2.74e-06,8.4e-06,0.326794
satellitkanaler,17,44,1.73e-06,5.28e-06,0.327344
integrer,12,31,1.22e-06,3.72e-06,0.327965
oddsene,12,31,1.22e-06,3.72e-06,0.327965
swimmingpools,12,31,1.22e-06,3.72e-06,0.327965
tagterrassen,12,31,1.22e-06,3.72e-06,0.327965
socialistisk,55,142,5.59e-06,1.703e-05,0.328157
bymidte,19,49,1.93e-06,5.88e-06,0.328523
placer,80,206,8.13e-06,2.471e-05,0.329026
ligeud,14,36,1.42e-06,4.32e-06,0.329483
søfolk,14,36,1.42e-06,4.32e-06,0.329483
stødende,28,72,2.85e-06,8.63e-06,0.329483
overfør,14,36,1.42e-06,4.32e-06,0.329483
tøvende,21,54,2.13e-06,6.48e-06,0.329483
mandags,44,113,4.47e-06,1.355e-05,0.3299
køberen,30,77,3.05e-06,9.23e-06,0.330095
finanssektoren,16,41,1.63e-06,4.92e-06,0.330631
majestæt,41,105,4.17e-06,1.259e-05,0.330828
forældet,54,138,5.49e-06,1.655e-05,0.33153
phd,27,69,2.74e-06,8.28e-06,0.33153
estimat,18,46,1.83e-06,5.52e-06,0.33153
forudsat,87,222,8.84e-06,2.662e-05,0.332028
fashionable,20,51,2.03e-06,6.12e-06,0.332252
miljøpåvirkning,11,28,1.12e-06,3.36e-06,0.332845
hjorte,11,28,1.12e-06,3.36e-06,0.332845
diskuter,11,28,1.12e-06,3.36e-06,0.332845
forfaldne,11,28,1.12e-06,3.36e-06,0.332845
involveret,257,654,2.611e-05,7.843e-05,0.332938
operativsystem,48,122,4.88e-06,1.463e-05,0.333341
udpegede,50,127,5.08e-06,1.523e-05,0.33356
imødegå,50,127,5.08e-06,1.523e-05,0.33356
fortabte,13,33,1.32e-06,3.96e-06,0.333762
attraktion,31,78,3.15e-06,9.35e-06,0.336725
forårsage,130,327,1.321e-05,3.922e-05,0.336824
vuggestue,39,98,3.96e-06,1.175e-05,0.337168
kraftfuld,41,103,4.17e-06,1.235e-05,0.337252
tiltalte,146,366,1.483e-05,4.389e-05,0.337971
wow,85,213,8.64e-06,2.554e-05,0.338102
afslog,12,30,1.22e-06,3.6e-06,0.338897
slukkede,18,45,1.83e-06,5.4e-06,0.338897
sjal,18,45,1.83e-06,5.4e-06,0.338897
generøst,16,40,1.63e-06,4.8e-06,0.338897
turné,52,130,5.28e-06,1.559e-05,0.338897
brandvæsenet,12,30,1.22e-06,3.6e-06,0.338897
nedskrevet,20,50,2.03e-06,6e-06,0.338897
opfindsomhed,14,35,1.42e-06,4.2e-06,0.338897
passionerede,16,40,1.63e-06,4.8e-06,0.338897
larmen,10,25,1.02e-06,3e-06,0.338897
benægter,28,70,2.85e-06,8.4e-06,0.338897
døråbningen,10,25,1.02e-06,3e-06,0.338897
vindenergi,12,30,1.22e-06,3.6e-06,0.338897
professionalisme,26,65,2.64e-06,7.8e-06,0.338897
kollapser,14,35,1.42e-06,4.2e-06,0.338897
jagerfly,12,30,1.22e-06,3.6e-06,0.338897
produktanmeldelser,12,30,1.22e-06,3.6e-06,0.338897
startups,10,25,1.02e-06,3e-06,0.338897
kraftfulde,56,139,5.69e-06,1.667e-05,0.341335
forårsager,106,263,1.077e-05,3.154e-05,0.341474
politibetjent,25,62,2.54e-06,7.44e-06,0.34163
resulterede,107,265,1.087e-05,3.178e-05,0.342094
sikkerhedsboks,78,193,7.93e-06,2.315e-05,0.342409
tilstedeværende,53,131,5.39e-06,1.571e-05,0.342778
højttalerne,17,42,1.73e-06,5.04e-06,0.342932
lokalsamfundet,34,84,3.45e-06,1.007e-05,0.342932
skyldte,15,37,1.52e-06,4.44e-06,0.343477
udstedt,118,291,1.199e-05,3.49e-05,0.343555
prøvelser,13,32,1.32e-06,3.84e-06,0.344192
modstå,76,187,7.72e-06,2.243e-05,0.344334
fastslået,35,86,3.56e-06,1.031e-05,0.344808
afinstaller,11,27,1.12e-06,3.24e-06,0.345173
anbefalelsesværdig,11,27,1.12e-06,3.24e-06,0.345173
irrelevant,22,54,2.24e-06,6.48e-06,0.345173
regelmæssigt,133,326,1.351e-05,3.91e-05,0.345654
realkreditlån,27,66,2.74e-06,7.92e-06,0.346599
stræbe,25,61,2.54e-06,7.32e-06,0.347231
utvivlsomt,66,161,6.71e-06,1.931e-05,0.347317
