word,count_original,count_bt,relfreq_original,relfreq_bt,ratio
metrum,84,499,8.52e-06,5.978e-05,0.142489
borðuðu,16,95,1.62e-06,1.138e-05,0.14256
hurðirnar,14,83,1.42e-06,9.94e-06,0.142775
kvenmaður,10,59,1.01e-06,7.07e-06,0.143466
áttuðu,19,112,1.93e-06,1.342e-05,0.143594
skúr,19,112,1.93e-06,1.342e-05,0.143594
hrapaði,15,88,1.52e-06,1.054e-05,0.144281
kynferðislegur,21,123,2.13e-06,1.473e-05,0.144516
massage,27,158,2.74e-06,1.893e-05,0.144647
smíðuð,34,198,3.45e-06,2.372e-05,0.14535
smásala,16,93,1.62e-06,1.114e-05,0.145626
meltingarfærum,10,58,1.01e-06,6.95e-06,0.14594
stjórnandinn,15,87,1.52e-06,1.042e-05,0.14594
árlegar,18,104,1.83e-06,1.246e-05,0.146501
matvörubúðum,16,92,1.62e-06,1.102e-05,0.147209
kringumstæður,32,184,3.24e-06,2.204e-05,0.147209
samkomulagið,61,349,6.19e-06,4.181e-05,0.147947
breiðari,37,211,3.75e-06,2.528e-05,0.14843
leifarnar,10,57,1.01e-06,6.83e-06,0.1485
upprunnin,15,85,1.52e-06,1.018e-05,0.149374
hádegisverð,27,153,2.74e-06,1.833e-05,0.149374
bönnum,10,56,1.01e-06,6.71e-06,0.151152
kynferðislegra,10,56,1.01e-06,6.71e-06,0.151152
stöðuga,48,268,4.87e-06,3.21e-05,0.151603
velkomnar,14,78,1.42e-06,9.34e-06,0.151927
hugsanlegar,40,222,4.06e-06,2.659e-05,0.152514
sendimenn,11,61,1.12e-06,7.31e-06,0.152639
stressa,11,61,1.12e-06,7.31e-06,0.152639
sjálfvirkt,48,266,4.87e-06,3.186e-05,0.152743
leikendur,19,105,1.93e-06,1.258e-05,0.153167
óvenjulega,73,403,7.4e-06,4.828e-05,0.153327
skýrðu,12,66,1.22e-06,7.91e-06,0.1539
slakur,20,110,2.03e-06,1.318e-05,0.1539
saumaður,13,71,1.32e-06,8.51e-06,0.154984
veitingahúsið,13,71,1.32e-06,8.51e-06,0.154984
slasaður,11,60,1.12e-06,7.19e-06,0.155183
dimmu,22,120,2.23e-06,1.437e-05,0.155183
egilsstaðir,19,103,1.93e-06,1.234e-05,0.156141
áræðni,12,65,1.22e-06,7.79e-06,0.156268
matinu,17,92,1.72e-06,1.102e-05,0.156409
tækjunum,23,124,2.33e-06,1.485e-05,0.157003
samheldni,31,167,3.14e-06,2e-05,0.157126
útbrot,22,117,2.23e-06,1.402e-05,0.159162
rótt,13,69,1.32e-06,8.27e-06,0.159476
iris,10,53,1.01e-06,6.35e-06,0.159708
gullin,10,53,1.01e-06,6.35e-06,0.159708
kílómetrum,17,90,1.72e-06,1.078e-05,0.159885
ávinninginn,14,74,1.42e-06,8.86e-06,0.160139
skaðlegar,16,84,1.62e-06,1.006e-05,0.161229
hátíðum,20,105,2.03e-06,1.258e-05,0.161229
hópanna,21,110,2.13e-06,1.318e-05,0.161595
gagnlegur,22,115,2.23e-06,1.378e-05,0.16193
keppi,14,73,1.42e-06,8.74e-06,0.162333
friðsælu,10,52,1.01e-06,6.23e-06,0.162779
söngvar,10,52,1.01e-06,6.23e-06,0.162779
djöfullinn,20,104,2.03e-06,1.246e-05,0.162779
sjálfvirku,20,104,2.03e-06,1.246e-05,0.162779
biskupsins,11,57,1.12e-06,6.83e-06,0.16335
óþægilegar,11,57,1.12e-06,6.83e-06,0.16335
sveitarstjórnarmálum,12,62,1.22e-06,7.43e-06,0.163829
gjaldmiðla,42,216,4.26e-06,2.587e-05,0.164588
þéttni,14,72,1.42e-06,8.62e-06,0.164588
einhverntímann,16,82,1.62e-06,9.82e-06,0.165161
stoppaði,37,189,3.75e-06,2.264e-05,0.165707
reiðar,10,51,1.01e-06,6.11e-06,0.165971
öðli,11,56,1.12e-06,6.71e-06,0.166267
bóli,11,56,1.12e-06,6.71e-06,0.166267
stúdera,11,56,1.12e-06,6.71e-06,0.166267
loftbyssu,12,61,1.22e-06,7.31e-06,0.166515
endurgjöf,29,147,2.94e-06,1.761e-05,0.166987
forstjórinn,15,76,1.52e-06,9.1e-06,0.167063
þýðingin,27,136,2.74e-06,1.629e-05,0.168045
ítarlegt,32,161,3.24e-06,1.929e-05,0.168239
blaðsíða,14,70,1.42e-06,8.39e-06,0.16929
atburðar,10,50,1.01e-06,5.99e-06,0.16929
biðum,14,70,1.42e-06,8.39e-06,0.16929
reglubundin,17,85,1.72e-06,1.018e-05,0.16929
hversdagslegu,16,80,1.62e-06,9.58e-06,0.16929
hrærðu,14,70,1.42e-06,8.39e-06,0.16929
klæðaburði,13,65,1.32e-06,7.79e-06,0.16929
frábært,695,3463,7.047e-05,0.00041483,0.169877
norðursins,56,278,5.68e-06,3.33e-05,0.170508
beiðnir,43,213,4.36e-06,2.552e-05,0.17088
klæðaburð,14,69,1.42e-06,8.27e-06,0.171744
áætlunin,54,266,5.48e-06,3.186e-05,0.171836
þróuninni,26,128,2.64e-06,1.533e-05,0.171935
verulegri,24,118,2.43e-06,1.414e-05,0.172159
skúra,11,54,1.12e-06,6.47e-06,0.172425
öx,10,49,1.01e-06,5.87e-06,0.172745
mannfólk,10,49,1.01e-06,5.87e-06,0.172745
fögnuði,25,122,2.53e-06,1.461e-05,0.173453
geturðu,352,1715,3.569e-05,0.00020544,0.173732
suðausturlands,15,73,1.52e-06,8.74e-06,0.173928
austri,89,433,9.02e-06,5.187e-05,0.173982
endurtekið,79,382,8.01e-06,4.576e-05,0.175051
heilsunni,24,116,2.43e-06,1.39e-05,0.175128
atlantshafinu,12,58,1.22e-06,6.95e-06,0.175128
fjárhagslegar,17,82,1.72e-06,9.82e-06,0.175484
snertu,22,106,2.23e-06,1.27e-05,0.175678
tilgreindar,27,130,2.74e-06,1.557e-05,0.175801
filma,10,48,1.01e-06,5.75e-06,0.176344
vernduðu,10,48,1.01e-06,5.75e-06,0.176344
axlar,15,72,1.52e-06,8.62e-06,0.176344
héraðssaksóknara,10,48,1.01e-06,5.75e-06,0.176344
meginatriði,19,91,1.93e-06,1.09e-05,0.176731
dala,79,377,8.01e-06,4.516e-05,0.177373
quinoa,12,57,1.22e-06,6.83e-06,0.1782
veðra,11,52,1.12e-06,6.23e-06,0.179057
notendaskilmálar,11,52,1.12e-06,6.23e-06,0.179057
úrskurðurinn,11,52,1.12e-06,6.23e-06,0.179057
peningur,25,118,2.53e-06,1.414e-05,0.179333
skemmd,41,193,4.16e-06,2.312e-05,0.179816
verulegar,77,362,7.81e-06,4.336e-05,0.180046
harðasti,10,47,1.01e-06,5.63e-06,0.180096
grundvöllinn,10,47,1.01e-06,5.63e-06,0.180096
íþróttamönnum,10,47,1.01e-06,5.63e-06,0.180096
heilsufars,10,47,1.01e-06,5.63e-06,0.180096
formaðurinn,36,169,3.65e-06,2.024e-05,0.180309
bættar,19,89,1.93e-06,1.066e-05,0.180703
heillaður,17,79,1.72e-06,9.46e-06,0.182148
stilltu,34,158,3.45e-06,1.893e-05,0.182148
pressa,48,223,4.87e-06,2.671e-05,0.182196
slappa,28,130,2.84e-06,1.557e-05,0.182312
sjónarhorn,92,426,9.33e-06,5.103e-05,0.182802
fullnægja,62,287,6.29e-06,3.438e-05,0.182857
hannaður,80,370,8.11e-06,4.432e-05,0.183016
hæfu,13,60,1.32e-06,7.19e-06,0.183398
ritverk,23,106,2.33e-06,1.27e-05,0.183664
leyndar,10,46,1.01e-06,5.51e-06,0.184011
fresturinn,20,92,2.03e-06,1.102e-05,0.184011
rap,15,69,1.52e-06,8.27e-06,0.184011
samskiptin,59,271,5.98e-06,3.246e-05,0.184283
laðað,17,78,1.72e-06,9.34e-06,0.184483
evrópuráðið,12,55,1.22e-06,6.59e-06,0.18468
blómstraði,12,55,1.22e-06,6.59e-06,0.18468
einkennileg,14,64,1.42e-06,7.67e-06,0.185161
soðinn,14,64,1.42e-06,7.67e-06,0.185161
gagnvirkt,16,73,1.62e-06,8.74e-06,0.185523
fattaði,25,114,2.53e-06,1.366e-05,0.185625
ferilinn,18,82,1.83e-06,9.82e-06,0.185806
vernduð,20,91,2.03e-06,1.09e-05,0.186033
umlykjandi,13,59,1.32e-06,7.07e-06,0.186506
rigningin,13,59,1.32e-06,7.07e-06,0.186506
meistaramót,15,68,1.52e-06,8.15e-06,0.186717
þekktan,17,77,1.72e-06,9.22e-06,0.186879
lagar,38,172,3.85e-06,2.06e-05,0.187007
gönguferð,81,366,8.21e-06,4.384e-05,0.187329
kennsluefni,33,149,3.35e-06,1.785e-05,0.187469
hljótt,35,158,3.55e-06,1.893e-05,0.187505
kær,76,343,7.71e-06,4.109e-05,0.187552
tengilið,22,99,2.23e-06,1.186e-05,0.1881
